time(s),Lead_I
2.4260,0.39569432
2.4280,0.44670263
2.4300,0.15719903
2.4320,-0.16060716
2.4340,0.03406345
2.4360,-0.29767057
2.4380,-0.19887458
2.4400,-0.26944783
2.4420,0.06864918
2.4440,0.15234259
2.4460,-0.36230078
2.4480,-0.33226427
2.4500,0.12285623
2.4520,0.21670121
2.4540,-0.08805363
2.4560,0.02298741
2.4580,0.03483774
2.4600,0.40418780
2.4620,-0.00381642
2.4640,0.03229867
2.4660,0.07387865
2.4680,0.05517810
2.4700,0.13920337
2.4720,0.01162271
2.4740,-0.13469341
2.4760,-0.11712065
2.4780,0.00484000
2.4800,0.12579954
2.4820,0.05345165
2.4840,0.13913269
2.4860,0.13154788
2.4880,-0.10459292
2.4900,-0.09327949
2.4920,-0.06630997
2.4940,0.06450345
2.4960,-0.25382316
2.4980,-0.01271563
2.5000,-0.19675030
2.5020,-0.14590611
2.5040,-0.02962277
2.5060,0.28802341
2.5080,0.21823664
2.5100,-0.11638615
2.5120,-0.14354447
2.5140,-0.06861840
2.5160,-0.15408728
2.5180,-0.01315794
2.5200,-0.00079547
2.5220,0.09350988
2.5240,0.06726345
2.5260,0.11886179
2.5280,0.25348786
2.5300,0.20222893
2.5320,0.15483361
2.5340,-0.13753304
2.5360,0.07733423
2.5380,-0.01908990
2.5400,0.03701919
2.5420,-0.01826471
2.5440,-0.23410699
2.5460,0.16700117
2.5480,0.18382707
2.5500,0.12932289
2.5520,0.17261136
2.5540,0.22539519
2.5560,0.09455223
2.5580,0.24403754
2.5600,-0.06987993
2.5620,-0.03909109
2.5640,-0.14503399
2.5660,-0.30914757
2.5680,0.15320365
2.5700,0.03116746
2.5720,0.25463474
2.5740,0.00110473
2.5760,-0.00609917
2.5780,0.05691558
2.5800,-0.06952082
2.5820,-0.05855247
2.5840,-0.19986117
2.5860,0.12823252
2.5880,0.00888510
2.5900,-0.05564094
2.5920,0.06184738
2.5940,-0.07387231
2.5960,-0.05240978
2.5980,-0.07540158
2.6000,-0.28735486
2.6020,-0.05594995
2.6040,-0.01540049
2.6060,0.12095954
2.6080,-0.14154698
2.6100,-0.11462860
2.6120,-0.07694460
2.6140,-0.35124373
2.6160,0.09773397
2.6180,-0.16214637
2.6200,-0.21798854
2.6220,-0.31741178
2.6240,0.03486530
2.6260,0.06606545
2.6280,-0.06280192
2.6300,-0.20793399
2.6320,-0.14490698
2.6340,-0.06605367
2.6360,0.24005039
2.6380,0.10076401
2.6400,-0.08645063
2.6420,0.22419415
2.6440,0.19325183
2.6460,0.02117335
2.6480,-0.00206672
2.6500,0.23735812
2.6520,0.39307323
2.6540,0.12830469
2.6560,0.39134923
2.6580,0.30342385
2.6600,0.23335858
2.6620,0.30762199
2.6640,-0.03165929
2.6660,-0.37372935
2.6680,-0.17299078
2.6700,-0.30027699
2.6720,-0.09942869
2.6740,-0.40940627
2.6760,-0.36625659
2.6780,-0.06640380
2.6800,-0.15954046
2.6820,-0.11948588
2.6840,0.05174892
2.6860,0.19734964
2.6880,0.00788540
2.6900,0.23216935
2.6920,0.11134424
2.6940,-0.30432984
2.6960,0.23651510
2.6980,0.31780094
2.7000,0.34745923
2.7020,0.55965543
2.7040,0.21699570
2.7060,-0.17226402
2.7080,-0.51553452
2.7100,-0.55303931
2.7120,0.01599933
2.7140,-0.22196792
2.7160,-0.13544537
2.7180,0.14289592
2.7200,0.02149781
2.7220,-0.02475516
2.7240,-0.38049251
2.7260,0.07619178
2.7280,-0.04351544
2.7300,0.07187810
2.7320,-0.57211715
2.7340,-0.49762294
2.7360,-0.33268169
2.7380,-0.52351254
2.7400,-0.28974104
2.7420,-0.44776064
2.7440,0.25488728
2.7460,0.24982189
2.7480,0.33410713
2.7500,0.31239590
2.7520,0.38727540
2.7540,0.25959998
2.7560,0.32026625
2.7580,0.09343511
2.7600,0.03995775
2.7620,0.39406025
2.7640,0.36242780
2.7660,-0.16104373
2.7680,-0.29957518
2.7700,-0.15487689
2.7720,-0.31479004
2.7740,-0.16925141
2.7760,-0.07903792
2.7780,0.09713867
2.7800,-0.21497487
2.7820,-0.03405651
2.7840,0.09437414
2.7860,0.22538655
2.7880,0.09106463
2.7900,-0.25094804
2.7920,-0.20762597
2.7940,0.03684491
2.7960,-0.09443355
2.7980,-0.19809683
2.8000,-0.65371764
2.8020,-0.23996325
2.8040,-0.10350039
2.8060,0.03268216
2.8080,-0.23454647
2.8100,-0.22266011
2.8120,0.39348984
2.8140,-0.14207654
2.8160,-0.23333953
2.8180,0.19914986
2.8200,-0.06496765
2.8220,0.21591698
2.8240,-0.04427247
2.8260,-0.00713175
2.8280,0.16429722
2.8300,0.12396190
2.8320,-0.18113318
2.8340,0.06637531
2.8360,-0.00247502
2.8380,0.07046307
2.8400,0.25560600
2.8420,0.20192291
2.8440,-0.08090477
2.8460,-0.03083078
2.8480,0.16823171
2.8500,0.00671977
2.8520,0.04525436
2.8540,0.32638669
2.8560,-0.04010321
2.8580,0.23199621
2.8600,0.04110914
2.8620,0.15126140
2.8640,0.09858326
2.8660,-0.11990915
2.8680,0.06192037
2.8700,0.11142635
2.8720,0.24510756
2.8740,0.01158352
2.8760,-0.00166012
2.8780,0.04048098
2.8800,0.14783172
2.8820,0.18016121
2.8840,0.10667258
2.8860,-0.03757224
2.8880,0.00573955
2.8900,0.13802108
2.8920,-0.07125098
2.8940,0.21140692
2.8960,-0.06496885
2.8980,-0.01757307
2.9000,-0.01202765
2.9020,-0.04255317
2.9040,0.06424005
2.9060,0.10256019
2.9080,-0.03937915
2.9100,-0.08665686
2.9120,0.01467454
2.9140,-0.13092420
2.9160,-0.02148325
2.9180,-0.00848656
2.9200,0.10822429
2.9220,-0.18993478
2.9240,-0.11772696
2.9260,0.02015979
2.9280,0.18524832
2.9300,-0.04704040
2.9320,-0.11996710
2.9340,-0.19580258
2.9360,-0.04664755
2.9380,-0.16658333
2.9400,0.00425671
2.9420,0.02675869
2.9440,0.09645372
2.9460,0.10407097
2.9480,-0.04232007
2.9500,0.12595803
2.9520,-0.01132888
2.9540,0.22445263
2.9560,0.02326713
2.9580,0.27366465
2.9600,0.15259992
2.9620,-0.29266351
2.9640,-0.07493936
2.9660,-0.09882795
2.9680,0.05673222
2.9700,-0.05028087
2.9720,0.20257607
2.9740,0.25916478
2.9760,-0.04221369
2.9780,-0.19498995
2.9800,-0.09747087
2.9820,0.24310787
2.9840,-0.13343962
2.9860,-0.13756026
2.9880,-0.17521344
2.9900,-0.13342336
2.9920,-0.18210153
2.9940,0.12034154
2.9960,-0.05343010
2.9980,0.08864067
3.0000,-0.19535890
3.0020,0.14855212
3.0040,0.14921901
3.0060,-0.06301136
3.0080,0.05799322
3.0100,0.47174820
3.0120,0.11568246
3.0140,0.29009745
3.0160,0.20336552
3.0180,-0.08104266
3.0200,-0.28977802
3.0220,0.07516707
3.0240,-0.23110823
3.0260,0.03069722
3.0280,-0.14660223
3.0300,-0.03169986
3.0320,-0.00170111
3.0340,0.20857629
3.0360,0.10743430
3.0380,0.29160938
3.0400,0.01554207
3.0420,-0.03495094
3.0440,0.17594399
3.0460,-0.09471972
3.0480,-0.17950390
3.0500,-0.71300453
3.0520,-0.73073292
3.0540,-0.09546496
3.0560,0.00650998
3.0580,-0.13557750
3.0600,-0.05271781
3.0620,-0.01370635
3.0640,0.33751425
3.0660,0.03517469
3.0680,0.42095587
3.0700,0.07578766
3.0720,0.30561572
3.0740,0.32548863
3.0760,0.28787732
3.0780,0.49302551
3.0800,-0.48485687
3.0820,-0.23490885
3.0840,-0.19184208
3.0860,-0.02459415
3.0880,0.29461491
3.0900,0.28759009
3.0920,0.10026410
3.0940,-0.24444437
3.0960,-0.08375466
3.0980,0.03372696
3.1000,0.10175083
3.1020,0.21265915
3.1040,-0.03060094
3.1060,0.24848373
3.1080,0.25690261
3.1100,0.24602795
3.1120,-0.01867812
3.1140,0.18102701
3.1160,-0.61716217
3.1180,-0.66979504
3.1200,-0.18805690
3.1220,-0.06225996
3.1240,-0.04111829
3.1260,-0.08354162
3.1280,0.00515463
3.1300,-0.20526239
3.1320,-0.07272553
3.1340,0.09791828
3.1360,0.16910565
3.1380,0.09304263
3.1400,0.07881261
3.1420,0.25682861
3.1440,-0.24906433
3.1460,0.10951888
3.1480,-0.49289659
3.1500,-0.30255273
3.1520,-0.12756662
3.1540,-0.21919903
3.1560,-0.05529110
3.1580,-0.24665564
3.1600,0.07644738
3.1620,-0.36029324
3.1640,-0.16068318
3.1660,-0.24871242
3.1680,-0.33640444
3.1700,-0.19456792
3.1720,-0.08086076
3.1740,-0.06155975
3.1760,0.26827952
3.1780,0.59722751
3.1800,0.40664208
3.1820,0.64861691
3.1840,0.00935788
3.1860,0.50874031
3.1880,0.48565313
3.1900,0.17393444
3.1920,0.10176012
3.1940,-0.09643846
3.1960,0.03224147
3.1980,-0.04682241
3.2000,-0.30721700
3.2020,-0.23066737
3.2040,-0.35413539
3.2060,-0.42468217
3.2080,-0.55098850
3.2100,-0.51273400
3.2120,-0.55506867
3.2140,-0.36284459
3.2160,0.17603467
3.2180,0.23404378
3.2200,0.46747062
3.2220,0.63112295
3.2240,0.76533419
3.2260,0.56632364
3.2280,0.48764667
3.2300,0.05303799
3.2320,-0.26162860
3.2340,-0.07425660
3.2360,-0.01836827
3.2380,-0.26001874
3.2400,-0.31144428
3.2420,-0.27218804
3.2440,-0.39305905
3.2460,-0.48655578
3.2480,-0.06231793
3.2500,-0.48985806
3.2520,0.26454645
3.2540,0.10270535
3.2560,0.41056088
3.2580,0.55101061
3.2600,0.49012315
3.2620,0.56428134
3.2640,0.30686998
3.2660,0.17419863
3.2680,0.07583828
3.2700,-0.10385699
3.2720,-0.38748321
3.2740,-0.16103689
3.2760,-0.10799092
3.2780,0.11845511
3.2800,0.04808097
3.2820,0.27125183
3.2840,0.18745807
3.2860,-0.18883079
3.2880,-0.10254047
3.2900,0.16369668
3.2920,-0.35742134
3.2940,-0.08215905
3.2960,-0.57487458
3.2980,0.05524217
3.3000,-0.27238548
3.3020,0.19735219
3.3040,0.30211163
3.3060,0.10285106
3.3080,0.64266109
3.3100,-0.04572629
3.3120,-0.23716900
3.3140,-0.05377539
3.3160,0.11388732
3.3180,-0.18450633
3.3200,0.00148207
3.3220,-0.02169425
3.3240,-0.00458108
3.3260,-0.01658273
3.3280,-0.07276706
3.3300,-0.07668673
3.3320,-0.06127270
3.3340,0.13672557
3.3360,-0.02147374
3.3380,-0.08813426
3.3400,-0.03079059
3.3420,-0.06547356
3.3440,0.13509026
3.3460,0.03314038
3.3480,-0.19792980
3.3500,0.08873136
3.3520,-0.06646701
3.3540,0.00128571
3.3560,-0.01385089
3.3580,-0.04669385
3.3600,0.01211898
3.3620,0.03390689
3.3640,0.03120853
3.3660,-0.14123936
3.3680,0.03963723
3.3700,0.05109739
3.3720,0.01501879
3.3740,-0.00376281
3.3760,-0.10725538
3.3780,0.10840958
3.3800,0.02751512
3.3820,-0.07885178
3.3840,0.04693512
3.3860,-0.00104434
3.3880,0.01135166
3.3900,0.07164118
3.3920,0.01177193
3.3940,0.00014723
3.3960,0.11913088
3.3980,0.09675120
3.4000,0.13531879
3.4020,0.08239999
3.4040,-0.02110134
3.4060,0.19829893
3.4080,0.01348868
3.4100,-0.01563614
3.4120,0.08989620
3.4140,0.17755152
3.4160,0.21823895
3.4180,0.14778192
3.4200,0.13596480
3.4220,0.18041065
3.4240,0.05913202
3.4260,0.22499712
3.4280,0.08924994
3.4300,0.14973232
3.4320,0.10161749
3.4340,0.12951668
3.4360,0.19186623
3.4380,0.03670482
3.4400,-0.02371361
3.4420,0.00115649
3.4440,-0.00169104
3.4460,0.20598440
3.4480,0.01393673
3.4500,0.08845933
3.4520,0.01463138
3.4540,-0.01487117
3.4560,0.08014975
3.4580,-0.04358435
3.4600,-0.05455137
3.4620,-0.01925553
3.4640,0.02230823
3.4660,-0.20727351
3.4680,0.02325037
3.4700,-0.12121170
3.4720,0.06248471
3.4740,-0.07360885
3.4760,0.03994647
3.4780,-0.28351527
3.4800,-0.10763035
3.4820,-0.11616216
3.4840,0.02158286
3.4860,-0.08376531
3.4880,-0.10749029
3.4900,-0.06820051
3.4920,0.17888907
3.4940,0.00718969
3.4960,0.10870693
3.4980,0.10295964
3.5000,0.26861095
3.5020,-0.09640198
3.5040,-0.05630612
3.5060,-0.03219147
3.5080,0.01292889
3.5100,0.01608564
3.5120,0.02788456
3.5140,0.07047471
3.5160,0.25801587
3.5180,-0.06591766
3.5200,-0.02288321
3.5220,0.09149387
3.5240,0.17401730
3.5260,0.27441603
3.5280,0.08998860
3.5300,0.08134484
3.5320,0.09298310
3.5340,0.00112006
3.5360,0.20486030
3.5380,-0.07865737
3.5400,0.01259190
3.5420,-0.32232362
3.5440,0.19818377
3.5460,0.01731454
3.5480,0.15500720
3.5500,0.07651076
3.5520,0.13364977
3.5540,0.01741995
3.5560,-0.14218369
3.5580,-0.11392480
3.5600,0.00183495
3.5620,0.05597004
3.5640,-0.22216301
3.5660,-0.17434213
3.5680,-0.60083538
3.5700,-0.33671540
3.5720,-0.43969730
3.5740,-0.42927837
3.5760,-0.07184325
3.5780,-0.18269441
3.5800,0.33711579
3.5820,-0.06102181
3.5840,0.26242024
3.5860,0.32471722
3.5880,0.17861694
3.5900,0.12976722
3.5920,-0.08669749
3.5940,-0.11186573
3.5960,0.12278958
3.5980,0.08950555
3.6000,0.22855590
3.6020,-0.10321073
3.6040,0.02146473
3.6060,-0.29225975
3.6080,0.07315156
3.6100,-0.04236019
3.6120,0.04830668
3.6140,0.01257461
3.6160,0.09945117
3.6180,-0.01561454
3.6200,0.03686334
3.6220,-0.25951043
3.6240,-0.13445184
3.6260,-0.11773623
3.6280,0.25734556
3.6300,0.05639648
3.6320,-0.09480740
3.6340,-0.10770964
3.6360,-0.04443240
3.6380,-0.55863392
3.6400,-0.44756648
3.6420,-0.36335927
3.6440,0.00852364
3.6460,0.04202508
3.6480,-0.00734223
3.6500,0.29424977
3.6520,0.14527729
3.6540,0.07814382
3.6560,0.05199128
3.6580,0.12317163
3.6600,0.27644229
3.6620,0.22331876
3.6640,0.35489020
3.6660,0.36079264
3.6680,0.27577463
3.6700,0.11513367
3.6720,-0.30312479
3.6740,-0.27153075
3.6760,-0.40029478
3.6780,-0.20731659
3.6800,0.05121286
3.6820,0.10511217
3.6840,0.06058929
3.6860,0.07631341
3.6880,-0.16104463
3.6900,0.22386393
3.6920,-0.05639787
3.6940,0.11040255
3.6960,0.16424391
3.6980,0.35640126
3.7000,0.13047352
3.7020,-0.08054979
3.7040,-0.49408111
3.7060,-0.23482156
3.7080,-0.24782266
3.7100,0.03250013
3.7120,-0.28089714
3.7140,0.00166479
3.7160,0.11217987
3.7180,-0.18568222
3.7200,-0.10555261
3.7220,0.49425066
3.7240,0.49972218
3.7260,0.21009824
3.7280,0.25614986
3.7300,0.10261499
3.7320,0.37032890
3.7340,0.00332640
3.7360,-0.09379705
3.7380,0.17877279
3.7400,0.03083853
3.7420,0.23505940
3.7440,0.05424292
3.7460,-0.07453749
3.7480,0.06399135
3.7500,0.23660183
3.7520,0.19968471
3.7540,-0.05434340
3.7560,-0.16834694
3.7580,0.15293044
3.7600,-0.03155014
3.7620,-0.00261598
3.7640,-0.04823443
3.7660,-0.05790964
3.7680,-0.09522700
3.7700,-0.28161657
3.7720,-0.22743180
3.7740,-0.35664308
3.7760,-0.18656363
3.7780,-0.27085847
3.7800,0.16089277
3.7820,0.09154249
3.7840,0.09724548
3.7860,-0.40280825
3.7880,-0.18221167
3.7900,-0.07186162
3.7920,0.31246704
3.7940,0.04658491
3.7960,0.08139213
3.7980,0.06658056
3.8000,0.05868956
3.8020,0.12324098
3.8040,0.11199399
3.8060,0.09518351
3.8080,0.18004638
3.8100,-0.19981007
3.8120,-0.16708098
3.8140,-0.00178354
3.8160,-0.02581223
3.8180,-0.28502214
3.8200,0.14558895
3.8220,-0.15498447
3.8240,-0.06188060
3.8260,0.08183601
3.8280,-0.04058449
3.8300,-0.08678418
3.8320,-0.07287417
3.8340,0.14698517
3.8360,0.13047567
3.8380,-0.24896009
3.8400,0.04058485
3.8420,-0.23512369
3.8440,-0.09768566
3.8460,-0.07917924
3.8480,-0.09151020
3.8500,0.04171166
3.8520,0.16151264
3.8540,-0.05469340
3.8560,0.08083192
3.8580,-0.00210483
3.8600,-0.17033096
3.8620,-0.24576259
3.8640,0.04395168
3.8660,-0.03516563
3.8680,-0.14082417
3.8700,0.12026240
3.8720,0.02683582
3.8740,0.04153771
3.8760,-0.23281591
3.8780,0.17120147
3.8800,0.05045826
3.8820,-0.26158491
3.8840,-0.03848864
3.8860,0.05728287
3.8880,-0.21078499
3.8900,0.12775469
3.8920,0.29306710
3.8940,0.00452056
3.8960,-0.01444599
3.8980,-0.11123626
3.9000,0.10953803
3.9020,-0.02509188
3.9040,-0.09440629
3.9060,-0.09550092
3.9080,-0.09254442
3.9100,-0.16134539
3.9120,0.11631256
3.9140,-0.02759019
3.9160,0.10574508
3.9180,0.01751275
3.9200,-0.28759319
3.9220,-0.00627212
3.9240,0.04995316
3.9260,0.04878581
3.9280,-0.06925618
3.9300,0.07653641
3.9320,0.06132346
3.9340,0.09101381
3.9360,0.07121430
3.9380,-0.15543815
3.9400,-0.00002846
3.9420,0.16394629
3.9440,-0.04237770
3.9460,-0.01336790
3.9480,0.05561541
3.9500,0.10326780
3.9520,0.02612104
3.9540,0.17973097
3.9560,-0.01760592
3.9580,-0.22053128
3.9600,0.11272278
3.9620,0.03493095
3.9640,-0.01321443
3.9660,-0.03302805
3.9680,0.35558462
3.9700,0.23914087
3.9720,0.08929592
3.9740,-0.06049634
3.9760,0.24171299
3.9780,0.17881711
3.9800,0.00128566
3.9820,-0.05329260
3.9840,0.08786496
3.9860,-0.12205342
3.9880,0.20822908
3.9900,0.34631458
3.9920,0.34612006
3.9940,-0.08950986
3.9960,-0.31027496
3.9980,-0.07472032
4.0000,-0.05475825
4.0020,-0.16927712
4.0040,-0.35468531
4.0060,-0.39113393
4.0080,-0.10066394
4.0100,0.11071616
4.0120,-0.19668300
4.0140,-0.16691841
4.0160,0.05987221
4.0180,-0.12562719
4.0200,0.07353232
4.0220,-0.10887980
4.0240,0.10517791
4.0260,0.07753602
4.0280,0.35244197
4.0300,0.13839640
4.0320,0.14454824
4.0340,0.30141327
4.0360,-0.11659488
4.0380,0.03750636
4.0400,0.19156083
4.0420,0.14010090
4.0440,-0.39172214
4.0460,0.02410963
4.0480,-0.05715020
4.0500,-0.02612893
4.0520,0.12132063
4.0540,0.01977365
4.0560,0.21717906
4.0580,-0.30222896
4.0600,-0.00646303
4.0620,0.01917427
4.0640,0.19343752
4.0660,0.16908576
4.0680,-0.32743225
4.0700,-0.13862255
4.0720,-0.50179601
4.0740,-0.27165937
4.0760,-0.02422950
4.0780,0.17353663
4.0800,0.12755951
4.0820,0.16831021
4.0840,-0.04176949
4.0860,-0.26161203
4.0880,-0.25024933
4.0900,-0.18002068
4.0920,-0.28547713
4.0940,0.16782515
4.0960,0.10716642
4.0980,0.10093191
4.1000,-0.09440126
4.1020,0.02575047
4.1040,-0.01113774
4.1060,0.02535930
4.1080,0.19354691
4.1100,-0.04661820
4.1120,0.42083368
4.1140,0.01760606
4.1160,0.01932484
4.1180,0.30748352
4.1200,-0.06675785
4.1220,0.08193837
4.1240,-0.02161232
4.1260,0.13403180
4.1280,-0.01220569
4.1300,0.19673960
4.1320,-0.07852300
4.1340,0.20254152
4.1360,-0.06728039
4.1380,0.06718134
4.1400,-0.01307796
4.1420,0.06555022
4.1440,0.04680376
4.1460,0.10030292
4.1480,-0.17154856
4.1500,0.22269841
4.1520,0.20928736
4.1540,-0.19501147
4.1560,-0.10707324
4.1580,0.05861129
4.1600,-0.20254977
4.1620,0.01644803
4.1640,0.09602460
4.1660,0.18715303
4.1680,-0.14014311
4.1700,-0.09271197
4.1720,-0.10170845
4.1740,0.19928123
4.1760,0.39204109
4.1780,-0.34042796
4.1800,0.08732902
4.1820,-0.10784560
4.1840,0.05647324
4.1860,-0.03651387
4.1880,-0.13761310
4.1900,0.10223642
4.1920,0.10347123
4.1940,-0.18283951
4.1960,0.18982103
4.1980,-0.14647274
4.2000,-0.10888048
4.2020,-0.06874445
4.2040,0.09877598
4.2060,-0.11444189
4.2080,0.13478728
4.2100,0.15206032
4.2120,-0.14699177
4.2140,-0.06449834
4.2160,-0.05686362
4.2180,0.10765065
4.2200,-0.07619706
4.2220,0.14157844
4.2240,-0.03310285
4.2260,0.08422282
4.2280,0.15226747
4.2300,0.39741844
4.2320,0.34761879
4.2340,0.17823714
4.2360,0.40834066
4.2380,0.38047099
4.2400,0.51882094
4.2420,0.13221104
4.2440,0.49712551
4.2460,0.46300417
4.2480,0.04037167
4.2500,-0.34954834
4.2520,-0.17359287
4.2540,-0.23143013
4.2560,-0.37861720
4.2580,-0.35292494
4.2600,-0.30539212
4.2620,-0.08541578
4.2640,0.03406141
4.2660,0.47719175
4.2680,-0.35731173
4.2700,-0.52054685
4.2720,-0.46321082
4.2740,-0.35429940
4.2760,-0.11334587
4.2780,0.08095375
4.2800,0.24672341
4.2820,0.33770546
4.2840,0.41615811
4.2860,0.53279400
4.2880,0.35654771
4.2900,0.37940833
4.2920,0.39035675
4.2940,0.41365036
4.2960,-0.25536543
4.2980,0.24907216
4.3000,-0.01472548
4.3020,-0.10808118
4.3040,-0.12776718
4.3060,0.02525867
4.3080,0.14246003
4.3100,-0.16315007
4.3120,-0.13496567
4.3140,-0.32362267
4.3160,-0.48158607
4.3180,-0.13408288
4.3200,-0.04053769
4.3220,0.01699490
4.3240,-0.28643370
4.3260,0.21379386
4.3280,-0.17296438
4.3300,0.15062410
4.3320,0.31953895
4.3340,-0.07892045
4.3360,0.19687544
4.3380,0.19367099
4.3400,0.15427941
4.3420,-0.33724189
4.3440,-0.54300207
4.3460,-0.17434809
4.3480,0.10064784
4.3500,0.01578438
4.3520,0.19062409
4.3540,-0.01702385
4.3560,-0.09658856
4.3580,0.10370690
4.3600,-0.30775318
4.3620,-0.22826426
4.3640,-0.00873834
4.3660,-0.04487349
4.3680,-0.32249957
4.3700,0.01263144
4.3720,-0.09838367
4.3740,0.01407089
4.3760,0.34604731
4.3780,0.25263509
4.3800,0.12582487
4.3820,0.11094918
4.3840,0.26762792
4.3860,0.21676835
4.3880,0.15793404
4.3900,0.15561321
4.3920,0.22558828
4.3940,0.29981887
4.3960,0.09891710
4.3980,0.12257230
4.4000,0.21986620
4.4020,0.00383798
4.4040,0.12676370
4.4060,0.00202116
4.4080,-0.06059178
4.4100,0.06666045
4.4120,0.11481022
4.4140,-0.06468333
4.4160,0.05107909
4.4180,0.07144566
4.4200,-0.16789883
4.4220,-0.09826922
4.4240,-0.17475250
4.4260,-0.14517054
4.4280,0.13768025
4.4300,0.02437571
4.4320,-0.02782191
4.4340,-0.04502787
4.4360,0.10301309
4.4380,-0.10897494
4.4400,0.05666662
4.4420,-0.00208437
4.4440,-0.22719859
4.4460,-0.26848105
4.4480,-0.01528249
4.4500,-0.16124728
4.4520,0.08068874
4.4540,0.02255959
4.4560,0.11982359
4.4580,-0.10227729
4.4600,0.02813860
4.4620,-0.16715965
4.4640,0.04488892
4.4660,0.04363090
4.4680,-0.07053104
4.4700,0.08183495
4.4720,0.09720235
4.4740,0.10981457
4.4760,0.07369316
4.4780,0.12993607
4.4800,0.26324213
4.4820,-0.12011933
4.4840,-0.08761794
4.4860,0.07858415
4.4880,0.02170276
4.4900,-0.09937610
4.4920,0.01507261
4.4940,-0.11782412
4.4960,0.12222888
4.4980,-0.10299567
4.5000,-0.00137871
4.5020,0.30491287
4.5040,-0.20049830
4.5060,-0.18847284
4.5080,-0.19507921
4.5100,0.05921534
4.5120,-0.25473928
4.5140,-0.10575011
4.5160,-0.11487775
4.5180,-0.04338921
4.5200,-0.04668877
4.5220,-0.23923613
4.5240,0.25272688
4.5260,-0.01425888
4.5280,-0.11672801
4.5300,-0.42528138
4.5320,-0.00690044
4.5340,-0.41860947
4.5360,-0.06221896
4.5380,-0.07233166
4.5400,-0.01917178
4.5420,-0.06245509
4.5440,-0.08040483
4.5460,-0.04181546
4.5480,0.08607095
4.5500,-0.07125899
4.5520,0.27599302
4.5540,0.50990999
4.5560,0.26860538
4.5580,0.38660201
4.5600,0.63493097
4.5620,0.08078659
4.5640,-0.27868742
4.5660,-0.15838473
4.5680,-0.07460239
4.5700,-0.09486192
4.5720,-0.27193686
4.5740,-0.43776679
4.5760,-0.03998721
4.5780,-0.14596331
4.5800,-0.40756798
4.5820,-0.15682440
4.5840,-0.17136076
4.5860,0.41838714
4.5880,0.21971197
4.5900,0.08338467
4.5920,-0.03102678
4.5940,-0.26541388
4.5960,-0.25269204
4.5980,0.53852814
4.6000,0.28059945
4.6020,0.17591909
4.6040,0.19123019
4.6060,0.16360417
4.6080,-0.09120986
4.6100,-0.10649058
4.6120,-0.12650365
4.6140,-0.09666727
4.6160,0.00006617
4.6180,-0.24104559
4.6200,-0.07946653
4.6220,0.20914324
4.6240,0.14608954
4.6260,-0.03484980
4.6280,0.12479158
4.6300,-0.18154159
4.6320,0.21219712
4.6340,0.21863151
4.6360,0.16725355
4.6380,0.11053136
4.6400,0.11856700
4.6420,0.03522728
4.6440,0.27058718
4.6460,-0.04463947
4.6480,-0.22314291
4.6500,0.17631063
4.6520,-0.14577077
4.6540,0.13541514
4.6560,0.13995214
4.6580,0.10855991
4.6600,-0.02224953
4.6620,0.04552332
4.6640,-0.02196418
4.6660,-0.07787976
4.6680,-0.03071620
4.6700,0.02972167
4.6720,-0.06701080
4.6740,-0.00064787
4.6760,0.19573277
4.6780,-0.01682818
4.6800,-0.05901194
4.6820,0.00670128
4.6840,-0.11832611
4.6860,-0.13745148
4.6880,-0.14152302
4.6900,0.30308816
4.6920,0.25450060
4.6940,-0.06646739
4.6960,-0.03399781
4.6980,-0.05586478
4.7000,-0.05883612
4.7020,0.08731797
4.7040,0.26102024
4.7060,0.11550153
4.7080,0.15247728
4.7100,0.12966204
4.7120,0.04307247
4.7140,0.11728464
4.7160,-0.09171461
4.7180,-0.19218402
4.7200,-0.02468967
4.7220,0.04726609
4.7240,0.04595865
4.7260,0.07927806
4.7280,0.15979084
4.7300,-0.26482329
4.7320,0.05465369
4.7340,-0.02064793
4.7360,0.05960191
4.7380,-0.04018282
4.7400,0.15782605
4.7420,-0.12739863
4.7440,0.35085237
4.7460,-0.23062752
4.7480,-0.28228956
4.7500,-0.12438620
4.7520,-0.28436199
4.7540,0.00651453
4.7560,-0.26586834
4.7580,0.08964158
4.7600,0.04648766
4.7620,-0.30062011
4.7640,-0.38482478
4.7660,-0.00777293
4.7680,0.15093642
4.7700,-0.11583775
4.7720,-0.27761647
4.7740,-0.45161149
4.7760,-0.43470722
4.7780,0.14230888
4.7800,0.14182776
4.7820,0.26533702
4.7840,0.64948505
4.7860,-0.21017480
4.7880,0.36056495
4.7900,0.29915938
4.7920,0.49708548
4.7940,0.38101688
4.7960,-0.08342216
4.7980,0.37531534
4.8000,0.36052528
4.8020,0.38307527
4.8040,0.09119861
4.8060,-0.00447392
4.8080,-0.30424452
4.8100,-0.18003815
4.8120,-0.41712680
4.8140,-0.27453834
4.8160,-0.00690406
4.8180,0.09690826
4.8200,-0.18319473
4.8220,-0.12221634
4.8240,-0.07383220
4.8260,-0.36734387
4.8280,-0.34165570
4.8300,-0.15973186
4.8320,0.03151825
4.8340,0.16210437
4.8360,0.28734252
4.8380,0.37900990
4.8400,0.40807715
4.8420,0.15018712
4.8440,0.03055689
4.8460,-0.17182419
4.8480,0.34373730
4.8500,0.16982877
4.8520,-0.18946655
4.8540,-0.04403828
4.8560,-0.23281470
4.8580,-0.26832229
4.8600,-0.13188997
